Time,Open,High,Low,Close,Dummy,ContractMonth
2025/04/07 12:27:00,31635.0,31635.0,31630.0,31630.0,real,202506
2025/04/07 12:28:00,31630.0,31650.0,31620.0,31625.0,real,202506
