Time,Price,CurrentPriceStatus
2025/04/07 12:27:55,31635.0,1
2025/04/07 12:27:58,31635.0,1
2025/04/07 12:27:58,31635.0,1
2025/04/07 12:27:58,31635.0,1
2025/04/07 12:27:58,31635.0,1
2025/04/07 12:27:58,31635.0,1
2025/04/07 12:27:59,31630.0,1
2025/04/07 12:27:59,31630.0,1
2025/04/07 12:27:59,31630.0,1
2025/04/07 12:27:59,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:00,31630.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:02,31625.0,1
2025/04/07 12:28:03,31625.0,1
2025/04/07 12:28:03,31625.0,1
2025/04/07 12:28:03,31625.0,1
2025/04/07 12:28:03,31625.0,1
2025/04/07 12:28:03,31625.0,1
2025/04/07 12:28:03,31625.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:04,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:05,31630.0,1
2025/04/07 12:28:08,31630.0,1
2025/04/07 12:28:08,31630.0,1
2025/04/07 12:28:08,31635.0,1
2025/04/07 12:28:08,31635.0,1
2025/04/07 12:28:08,31635.0,1
2025/04/07 12:28:08,31635.0,1
2025/04/07 12:28:08,31635.0,1
2025/04/07 12:28:08,31635.0,1
2025/04/07 12:28:08,31635.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31640.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:09,31635.0,1
2025/04/07 12:28:13,31645.0,1
2025/04/07 12:28:13,31645.0,1
2025/04/07 12:28:13,31645.0,1
